Title,Genres,Movie Rating,Release Year,Movie Plot
Horton Hears a Who!,"Animation, Adventure, Comedy",7.3,1970,Horton The Elephant struggles to protect a microscopic community from his neighbours who refuse to believe it exists.
Dr. Seuss on the Loose,"Animation, Comedy, Family",7.7,1973,Three Dr. Seuss stories hosted by the Cat in the Hat.
The Butter Battle Book,"Animation, Adventure, Comedy",7.5,1989,A cold war between two lands over a ridiculous dispute leads to a perilous arms race.
The Lorax,"Animation, Adventure, Comedy",6.4,2012,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world."
The Hoober-Bloob Highway,"Animation, Adventure, Comedy",6.8,1975,Visit the magical island where Mr. Hoober-Bloob sends babies to Earth in his own musical way.
The Secret Life of Pets,"Animation, Adventure, Comedy",6.5,2016,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes."
The BFG,"Animation, Adventure, Drama",6.7,1989,"A young orphan girl, Sophie, gets taken away to a faraway land populated by Giants and Dreams."
Garfield in Disguise,"Animation, Short, Adventure",8.1,1985,"When Garfield and Odie are out trick-or-treating, they end up at a haunted house."
Hotel Transylvania 3: Summer Vacation,"Animation, Adventure, Comedy",6.3,2018,"Count Dracula and company participate in a cruise for sea-loving monsters, unaware that their boat is being commandeered by the monster-hating Van Helsing family."
Hotel Transylvania 2,"Animation, Adventure, Comedy",6.6,2015,"Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel."
Trick or Treat,"Animation, Short, Comedy",7.2,1952,When the nephews come to Donald's house in their Halloween costumes he dumps water on them and laughs at his trick. A witch sees this and decides to help the kids. By magic she gives Donald a bad time and the kids finally get their treats.
The Halloween That Almost Wasn't,"Comedy, Family, Fantasy",6.1,1979,"Upset by rumors that Halloween may end, Dracula calls his mild-mannered monsters together and delivers an ultimatum - either regain their frightening image, or leave his Transylvania castle forever."
Lonesome Ghosts,"Animation, Short, Comedy",7.5,1937,"Mickey, Donald and Goofy run the ""Ajax Ghost Exterminators"" agency. They receive a call from lonely and bored ghosts to come to their house where they are scared silly by the hilarious haunts and taunts of these spirited pranksters."
Witch's Night Out,"Animation, Family",7.2,1978,"A witch, disgruntled by the fact that no one takes Halloween seriously anymore, decides to stir things up and disrupt the social gathering in her old house as well as turn a couple of kids who love monsters into actual monsters."
The Life & Adventures of Santa Claus,"Animation, Adventure, Family",7.2,1985,"At a council convened by The Great Ak, the forest being tells the story of Santa Claus to explain why he deserves to be made immortal."
Grandma Got Run Over by a Reindeer,"Animation, Comedy, Family",4.5,2000,A youth embarks on a journey to find his missing grandmother and prove that Santa Claus is real.
Scrooge: A Christmas Carol,"Animation, Adventure, Comedy",6.2,2022,"A supernatural, time-travelling, musical adaptation of Charles Dickens's cult Christmas story."
Mister Magoo's Christmas Carol,"Animation, Comedy, Drama",7.6,1962,"This musical adaptation of the classic tale by Charles Dickens stars Magoo as the cold-hearted old miser, Ebenezer Scrooge."
A Christmas Carol,"Animation, Drama, Family",6.5,1982,"On Christmas Eve, an old miser named Ebenezer Scrooge is visited by the spirit of his former partner, Jacob Marley. The deceased partner was in his lifetime as mean and miserly as Scrooge is now and he warns him to change his ways or face the consequences in the afterlife. Scrooge dismisses the apparition but the first of the three ghosts, the Ghost of Christmas Past, visits as promised. Scrooge sees those events in his past life, both happy and sad, that forged his character. The second spirit, the Ghost of Christmas Present, shows him how many currently celebrate Christmas. The Ghost of Christmas Yet to Come shows him how he will be remembered once he is gone. To his delight, the spirits complete their visits in one night giving him the opportunity to mend his ways."
Heidi,"Drama, Family, Musical",7.2,1937,"A plucky little orphan girl gets dumped abruptly into her gruff, hermit grandfather's care, then later gets retaken and delivered as a companion for an injured girl."
Scrooge & Marley,"Drama, Family, Music",5.5,2012,"Scrooge & Marley is a modern variation on Charles Dickens' A Christmas Carol. Recounted from a gay sensibility with heart, comedy & music, the magic of Dickens' timeless tale of a man's redemption comes alive from a fresh perspective."
A Christmas Carol,"Animation, Adventure, Drama",5.9,1997,"Misanthropic miser Ebenezer Scrooge is haunted by his deceased business partner, Jacob Marley. Marley's ghost is followed by three more spirits from Christmases Past, Present, and Yet to Come. Each has a lesson Scrooge must learn."
The Tortoise and the Hare,"Animation, Short, Comedy",7.1,1935,"Big race. Hare, fast and in lead, stops to loaf and show off to girl bunnies. Tortoise, plodding along at steady, slow pace, wins, although hare tries a last minute burst of speed."
The Leprechauns' Christmas Gold,"Animation, Comedy, Family",6.2,1981,An Irish sailor is stranded on an island full of Leprechauns and soon finds himself aiding them in protecting their gold from a greedy Hag.
All Mine to Give,"Drama, Family, Romance",7.2,1957,An immigrant family in 1850's Wisconsin prospers until tragedy strikes.
Little Women,"Musical, Drama, Family",7.5,1958,"Louisa May Alcott's autobiographical account of her life with her three sisters in Concord, Massachusetts in the 1860s. With their father fighting in the American Civil War, sisters Jo, Meg, Amy and Beth are at home with their mother, a very outspoken women for her time. The story tells of how the sisters grow up, find love and find their place in the world."
The Secret Garden,"Drama, Family",7.5,1949,"A girl is sent to live with her uncle on his estate when her parents die. There she discovers much intrigue, family history and secrets and personal baggage. In particular, a screaming child and...a secret garden."
"Yours, Mine and Ours","Comedy, Family",7.1,1968,"A widower with ten children falls for a widow with eight, and they must decide about forming a huge, unconventional family."
Little Women,"Drama, Family, Romance",7.3,1994,The March sisters live and grow in post-Civil War America.
Little Women,"Drama, Family, Romance",7.2,1933,A chronicle of the lives of sisters growing up in 19th-century New England.
Little Women,"Drama, Family",5.3,2018,"Four sisters come of age during the Civil War era. Facing life's triumphs and tragedies with ambition and maturity, their tight sisterly bond endures."
Cinderella,"Family, Fantasy, Musical",7.7,1965,"Although mistreated by her cruel stepmother and stepsisters, Cinderella is able to attend the royal ball through the help of a fairy godmother."
Life with Father,"Comedy, Family",7.1,1947,A straitlaced turn-of-the-century father presides over a family of boys and the mother who really rules the roost.
National Velvet,"Drama, Family, Sport",7.3,1944,A jaded former jockey helps a young girl prepare a wild but gifted horse for England's Grand National Sweepstakes.
Cheaper by the Dozen,"Comedy, Drama, Family",7.0,1950,"Myrna Loy plays the wife of the persnickety father of her 12 children, Clifton Webb, who has uniquely humorous methods for dealing with the ordeals such an unwieldy family undoubtedly encounters."
Little Women,"Drama, Family, Romance",6.5,1918,"Jo March and her sisters Meg, Beth, and Amy live in a happy family in Concord, Massachusetts. Jo yearns to be a writer, and through the course of the years, finds much within her own family to write about."
Belles on Their Toes,"Comedy, Family",6.5,1952,"The ""Cheaper by the Dozen"" crew is back, sans Clifton Webb. Lillian is struggling to make ends meet without her husband's income, while Anne, Martha, and even Ernestine find romance."
The Peanuts Movie,"Animation, Adventure, Comedy",7.0,2015,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their archnemesis, while his best pal Charlie Brown begins his own epic quest back home to win the love of his life."
In Time,"Action, Sci-Fi, Thriller",6.7,2011,"In a future where people stop aging at 25, but are engineered to live only one more year, having the means to buy your way out of the situation is a shot at immortal youth. Here, Will Salas finds himself accused of murder and on the run with a hostage - a connection that becomes an important part of the way against the system."
Dashing Through the Snow,"Comedy, Family, Fantasy",5.6,2023,A separated social worker takes his daughter on a ride along with him on Christmas Eve.
Family Switch,"Comedy, Family",5.6,2023,"When a chance encounter with an astrological reader causes the Walkers to wake up to a full body switch, can they unite to land a promotion, college interview, record deal, and soccer tryout?"
Deck the Halls,"Comedy, Family",5.0,2006,Two neighbors have it out after one of them decorates his house for the holidays so brightly that it can be seen from space.
A Boy Called Christmas,"Adventure, Drama, Family",6.7,2021,"In this origin story of Father Christmas, an ordinary boy--with a loyal pet mouse and a reindeer at his side--sets out on an extraordinary adventure to find his father, who is on a quest to discover the fabled village of Elfhelm."
Jingle All the Way 2,"Comedy, Family",3.8,2014,Larry's daughter Noel wants only one thing for Christmas: a talking bear. Her stepdad Victor intends to make sure that Larry can't get one.
